idDocument,cosine_similarity,names,title,excerpt
12117,0.75951,"Sausage; Toast; Cake","Cafeterias de Juiz de Fora criam combos de R$35 para concurso ‘Pé de café’","Com avaliação de júri popular, 11 cafeterias participam com um café, doce e salgado"
15500,0.758842,"Arm; Syringe","Vacinação contra Covid-19 e Influenza acontece no Senac nesta sexta-feira","Imunização é uma ação da Prefeitura em comemoração ao Dia Nacional da Saúde; interessados precisam ir ao Senac das 9h às 16h"
15278,0.75758,"Person; Tree; Belongings; Building","Fundo de Assistência Social de Juiz de Fora receberá R$ 150 mil","Verba do Ministério Público do Trabalho será utilizada para atendimento de pessoas em situação de rua"
13077,0.755008,"Document; Painting; Wall","Margarida assina decretos para desburocratizar negócios em Juiz de Fora","Documentos fazem parte do programa ""Desenrola, Juiz de Fora"", lançado no ano passado"
13653,0.753854,"Pastry; Plate; Person; Garment","Festival de Comida Gigante acontece neste fim de semana","Pela primeira vez em Juiz de Fora, evento é sediado no Shopping Jardim Norte e tem entrada gratuita"
5686,0.752787,"Car; Flames; Smoke; Highway","Carro pega fogo após acidente na BR-040","Ocorrência está em andamento"
7324,0.750083,"Woman; Passport","Férias: Autorização de viagem para menores cresce 100% em Juiz de Fora; saiba como fazer","Documento digital pode ser feito de forma remota por videoconferência e assegura permissão de pais para que filhos viajem sozinhos ou acompanhados de apenas um responsável"
11555,0.749716,Vehicle,"Furgão do CineSolarzinho chega a Monte Verde, distrito de Juiz de Fora","O primeiro cinema itinerante movido a energia solar do Brasil oferece sessões de cinema ao ar livre, pipoca e atrações de graça para as famílias"
3151,0.745431,"Man; Flag; Room; People","Cruzeiro x Athletico-PR: onde assistir, horário e escalações","Partida é válida pela 12ª rodada do Campeonato Brasileiro"
5578,0.744419,"stethoscope; pen","Rol de Procedimentos e Eventos em Saúde sofre alteração sobre cobertura mínima obrigatória","A Resolução Normativa passa a se referir à lista de cobertura como ""taxativa"" e causa polêmica"
14017,0.742754,Ambulance,"Acidente com dois veículos deixa cinco feridos na BR-040","Colisão aconteceu na altura do km 635, no município de Conselheiro Lafaiete"
4271,0.741267,"Smoke; Building","Residência no Distrito Industrial pega fogo e atinge rede elétrica","Imóvel, construído com madeiras, foi totalmente queimado; não houve registro de vítimas"
4437,0.740601,"Syringe; Person; Face mask","Vacinação contra a Covid-19 será retomada a partir de segunda","Imunizante será aplicado nas 48 UBSs da área urbana e de forma itinerante na Zona Rural"
14458,0.740377,"Road; Mud",,"Desde o último sábado (8), tráfego da rodovia estava interditado para evitar maiores acidentes "
3164,0.737798,"Swimmer; Water; Lane line","Nadadora Larissa Oliveira consegue classificação para a Olimpíada de Tóquio","Juiz-forana integra equipes do 4x100m livre e do 4x100m medley misto do Brasil que alcançaram índices olímpicos"
15352,0.736624,"Marijuana; Cocaine","Adolescentes são apreendidos por tráfico de drogas na região Sudeste","Ação da Polícia Civil ocorreu no Bairro Vila Ideal. Maconha e cocaína foram apreendidos"
7597,0.735964,"Bus; Car","Ônibus se envolvem em acidentes na região central","Um caso ocorreu na esquina entre a Rua Silva Jardim e a Avenida Rio Branco, enquanto outro foi registrado na Rua José Eutrópio com a Avenida Brasil"
15473,0.735916,"Arm; Syringe","Agentes de segurança voltam a ser vacinados em Juiz de Fora","Imunização da categoria no RU Centro, nas próximas segunda e terça-feira, das 9h às 16h"
3700,0.735164,"Baker; Bread; Oven","Mercado de pão com fermentação natural cresce em Juiz de Fora","Panificadores apostam na produção de pão caseiro como alternativa mais saudável para substituir o de sal"
10156,0.73381,"Vial; Syringe","Juiz de Fora terá mais um ponto de vacinação contra a Covid-19","Escola Municipal Tancredo Neves, no São Pedro, vai ofertar doses a partir desta segunda"
9138,0.732274,"Truck; Highway",,"Trecho no sentido Juiz de Fora foi interditado após acidente com vítima faltal"
14718,0.731357,"Waterway; Hillside; Grass",,"Moradores dos bairros Jardim Esperança, Benfica, Floresta e Retiro também poderão receber o benefício"
12307,0.731106,"Building; Roof","Barranco desliza e atinge casa em Juiz de Fora","Rua da região Sudeste de Juiz de Fora foi isolada"
3144,0.726808,Waterfall,"Natureza faz de Muriaé destino certo para desenvolvimento do ecoturismo","Investimentos estão sendo feitos por meio de editais de incentivo, capacitações, realização de eventos, feiras e manutenção dos pontos de interesse turístico"
9969,0.725314,"Bus stop","Settra altera quadro de horário e itinerário de duas linhas de ônibus em JF","Serão modificados o horário de sábado da linha 718 e o itinerário da linha 538"
11098,0.724,"Patient; Breast; Glove","Demanda represada: SUS só atende a 20% dos casos de câncer de mama","Pandemia afetou o rastreio da doença; dados demonstram queda na realização de mamografias"
8846,0.720325,"Child; Syringe; Thigh","Terceira dose contra a Covid-19 está disponível para crianças em JF","De acordo com a PJF, terceira dose está disponível para crianças com seis meses ou mais a partir desta segunda-feira"
10408,0.719451,Car,"Quatro pessoas ficam feridas após batida de carros em Bicas","Um dos veículos desceu barranco de cerca de 50 metros e caiu em lago em acidente, ocorrido na MG-126"
6949,0.718356,"Truck; Trailer","Casais são detidos pela PRF depois de saírem de restaurante sem efetuar pagamento","Veículo de luxo foi abordado na BR-040, em Juiz de Fora; conta ficou em aberto em Itabirito"
5530,0.715521,"Pizza; Cheese","Conheça 6 ‘modos de fazer’ da culinária declarados patrimônio cultural imaterial pela Unesco","Além do queijo minas artesanal, há apenas um outro prato latino-americano; lista inclui também bebidas, como cerveja belga e café árabe"
8007,0.715229,"Car; Road","Carro bate em poste e motorista foge após acidente","Corpo de Bombeiros não encontrou ninguém no local do acidente; três imóveis ficaram sem energia elétrica por conta da ocorrência no Bairro Nossa Senhora de Lourdes"
9450,0.712977,"Building; Roof; Road","Ponto de Apoio da Polícia Militar é inaugurado no Bairro Grama","Moradores da Região Nordeste se juntaram para reformar o local, que foi cedido pela Prefeitura de Juiz de Fora há cinco meses"
6366,0.711207,"Airplane; Runway","Voos do Aeroporto Regional da Zona da Mata para Belo Horizonte passam a ter 72 lugares","Aeronave ATR-72 aumentará frequência de voos semanais e reduzirá tempo de viagem"
7216,0.709944,"Grass; Windshield","Veículo colide com trem em Ewbank da Câmara","Acidente aconteceu na tarde de domingo e deixou três pessoas feridas"
9553,0.707759,"Bust; Man; Building","Mulher limpa estátua de Daniel Alves que foi pichada em Juazeiro","Obra foi vandalizada após condenação do lateral-direito por agressão sexual na Espanha"
15664,0.707715,Vehicle,"Carro cai em rio e motorista morre após acidente na AMG-3015","Caso foi registrado no km 5 da rodovia, na altura de São João Nepomuceno, na noite de sábado"
12670,0.706706,"Motorcycle; Car; Asphalt","Motociclista morre em acidente na BR-040","Colisão entre automóvel e motocicleta deixa uma vítima fatal próximo a Ressaquinha"
3772,0.706575,"Car; Graffiti; Highway","Concessão da 040 entre Rio e JF é aprovada pelo TCU","Trecho, que abrange subida da serra de Petrópolis, administrado atualmente pela Concer, deverá resultar em investimento de R$ 9 bilhões"
10352,0.705553,"Building; Bench","Governo leiloa imóveis da Cemig a partir de R$ 90 mil","Imóveis estão disponíveis nas áreas urbanas e rurais de Minas"
8014,0.703045,"Truck; People; Road","Vendaval na Serra de Petrópolis: pedágio de Duque de Caxias, no sentido JF, é reaberto","Após ventos fortes provocarem queda de árvores na Serra de Petrópolis, concessionária libera meia pista no km 87 da subida"
13925,0.702416,"Person; Dog; Collar; Neck","Clínica veterinária é condenada a indenizar tutora por fuga de cão","Uma universidade de Patos de Minas, que gere a clínica veterinária, foi condenada a pagar uma indenização de R$ 8 mil"
14765,0.70203,"Revolver; Pistol; Backpack; Grass","PM apreende barras, tabletes e pés de maconha na Zona Norte de JF","Operação ocorreu após a corporação receber denúncia sobre tráfico de drogas na região"
15416,0.700327,"Road; Grass; Ambulance","Motorista fica preso nas ferragens em acidente na BR-040","Corpo de Bombeiros socorreu o homem, que foi enviado em estado estável ao Hospital e Maternidade São José, em Conselheiro Lafaiete"
4882,0.699308,Map,"Juiz-foranos desenvolvem mapa virtual de água potável para o Rio Grande do Sul","Dados do mapa são obtidos a partir de fontes oficiais e visa a facilitar o acesso das pessoas afetadas pela enchente à água potável"
6337,0.698935,"Child; Street","Criança de 5 anos é encontrada sozinha na rua em Leopoldina","Polícia Militar prendeu genitora da menina por abandono de incapaz"
4331,0.698378,"Building; Flames; Roof; Smoke","VÍDEO: Incêndio atinge residência em Ubá","Segundo o Corpo de Bombeiros, ninguém se feriu no incêndio"
6725,0.698339,Camera,,"Jornalista e doula, candidata se posiciona diretamente contra candidaturas de Kalil e Zema"
8581,0.697558,"Underpass; Road; Car; Hillside; Woman","Muriaé transforma espaços públicos em telas para obras de seus artistas","Iniciado em setembro do ano passado, projeto de pintura com a participação de artistas locais já renovou 17 áreas na cidade"
10869,0.695362,"Truck; Road; Windshield","Caminhão carregado com pães congelados tomba na MG-353","Motorista e passageiro do veículo sofreram ferimentos leves; acidente ocorreu na altura de Guarani"
9524,0.693608,"Hand; Glove; Syringe","Imunização contra a Covid-19 continua em JF nesta terça-feira","Primeiras e segundas doses de AstraZeneca, Coronavac, Janssen e Pfizer, além das vacinas de reforço, serão disponibilizadas"
15534,0.692282,"Person; Turkey","Ceia de Natal chega à mesa até 15% mais cara em Juiz de Fora","Bacalhau, frango, frutas e castanhas devem sofrer maior reajuste de acordo com a Abras; economista orienta que consumidor opte por produtos nacionais para driblar os aumentos"
9942,0.691782,"Table; Papers","PJF e Braspell Bioenergia firmam protocolo de intenções; investimento previsto é de R$ 3 bilhões","As previsões são de que, ao todo, o empreendimento resulte na geração de cerca de quatro mil empregos, entre diretos, indiretos, permanentes e temporários"
12801,0.690458,"Hallway; Room; People","Museu Marino Procópio reabre as portas parcialmente para visitação","Galeria Maria Amália do Mapro reabre para visitação nesta quarta, com estreia de exposição comemorativa aos 200 anos da Independência"
4921,0.687817,Meat,"Festival de churrasco acontece neste sábado em JF","O evento BBQ Festival será realizado no Estrela JotaEfe das 13h às 21h"
10795,0.686394,"Motorcycle; Road; Hillside",,"Linhas de ônibus retomaram itinerário pelo local; sinalização de trânsito gera confusão"
4662,0.684433,"Table; Cash; Cocaine","Cão farejador ajuda PM a apreender drogas no Jardim Natal","Ação foi motivada por denúncia anônima sobre presença de dupla armada em escadão"
7255,0.683751,"Cyclist; Road; Runner; Helmet","Juiz-forana Andressa Miana é bronze em estreia no Brasileiro de Triathlon","Moradora da Zona Norte teve problemas com bicicleta, mas conseguiu chegar na terceira colocação; atleta busca patrocínios para Campeonato Mundial"
12345,0.683667,"Woman; Painting; Landscape","Museu do Ipiranga atinge a marca de 1 milhão de visitantes desde reinauguração","Museu do Ipiranga foi reinaugurado em 7 de setembro de 2022. Atrações também estão disponíveis virtualmente; saiba como acessar"
14803,0.682025,Patient,"Hospitalizações por Covid-19 em JF crescem 173% em um mês","Internações e casos de Covid-19 dispararam desde as festas de fim de ano; média de óbitos, por outro lado, segue baixa"
2401,0.681351,"Car; Landscape","Confira a programação dos cinemas entre 24 e 30 de agosto","Drácula: a última viagem do Demeter e outras atrações estão em cartaz; veja os trailers"
4303,0.681306,"People; Tent; Clothing","Afeira acontece neste domingo na quadra do JF Vôlei","Evento reúne mais de 30 expositores locais, das 13h às 21h"
15456,0.680177,Highway,"Pontos de interdições em estradas da região são desmobilizados","Além de JF, trecho da BR-040 em Barbacena também teve manifestação encerrada; PRF confirma diminuição para seis pontos no estado"
3155,0.679793,"Hand; Pen; Document","PJF oferece capacitação gratuita para processos licitatórios nesta quinta","Inscrições podem ser feitas on-line e curso oferecerá certificado para participantes"
5594,0.679709,"Patient; Bed","Avanços melhoram qualidade de vida de pacientes com câncer","Mais de 90% dos casos de câncer de mama são curáveis; mulheres e especialistas falam de bem-estar durante e depois da doença"
12514,0.679517,"Theater; Hat; Face mask","Mamão ganha documentário dirigido por Carlos Fernando Cunha","Filme terá exibição gratuita nesta terça-feira, no Teatro Paschoal Carlos Magno, seguido por entrevista com o compositor"
8475,0.677661,"People; Street; Vendor; Clothing","Movimento nas ruas deixa comércio otimista","Apesar de boas expectativas com as vendas, Sindicomércio acredita que recuperação econômica ocorrerá lentamente"
12190,0.674911,"Vehicle; Flames; Smoke; Person","Caminhão pega fogo na BR-040 em Santos Dumont","De acordo com o Corpo de Bombeiros, problema mecânico teria causado as chamas"
11278,0.674755,"People; Gas station; Building","Funcionamento de albergue é retomado após princípio de incêndio","Cerca de 40 pessoas estavam na casa de passagem no momento do ocorrido"
14445,0.672922,"Vehicle; Road; Smoke","Motoristas morrem carbonizados em acidente na BR-116","Batida ocorreu na altura de Leopoldina. Dois homens, que dirigiam veículos envolvidos no acidente, morreram no local"
2884,0.672857,"Airplane; Landscape","​​Aeroporto da Zona da Mata terá voos diretos para Belo Horizonte a partir de dezembro","Os voos com destino ao Aeroporto de Confins (MG) vão ser operados pela Azul Conecta, empresa da Azul Linhas Aéreas, a partir do dia 12 de dezembro"
13052,0.672624,"Building; Window","Por que os museus de Juiz de Fora não abrem aos domingos?","Mamm é o único museu de Juiz de Fora com abertura para visitação aos finais de semana; todo os outros funcionam apenas durante horário comercial"
15659,0.671776,"Woman; Shirt; Field; Grass","‘Tuesday’ estreia nos cinemas brasileiros nesta quinta","Primeiro longa de Daina O. Pusic fala sobre o luto, utilizando-se de recursos do realismo fantástico em sua trama"
5296,0.67155,"Pear; Carrot","Exposição realça a beleza de alimentos vistos como inapropriados","Pauline Daniel foi convidada a pensar em um trabalho que tem como foco o combate ao desperdício; mostra vai ser apresentada na Aliança Francesa"
10510,0.668314,City,"‘Dia Mundial do Turismo’ terá programação especial em JF","Eventos organizados pela prefeitura contam com museus, arquitetura urbana e atrativos turísticos"
8432,0.667779,"Building; Bush","JF terá ponto de acolhimento para mulheres lésbicas, bissexuais e trans","Iniciativa, que funcionará na Casa da Mulher, fará o encaminhamento da população LBT para atendimentos na área da saúde"
10031,0.667236,"Car; Mud","Prefeitura de Barbacena decreta situação de emergência","Medida ocorre após fortes chuvas deixarem rastros de destruição nos distritos de Correia de Almeida e Costas"
9049,0.666663,"Child; Syringe; Woman; Face mask; Shirt","Covid: número de crianças de até 2 anos hospitalizadas em 2022 é 21% maior ante 2021","Estatística contraria tendência de queda de hospitalizações por Covid nos demais grupos populacionais; faixa etária dos bebês foi a única que ainda não teve acesso integral à vacina"
7349,0.666592,Room,"Confira programação dos cinemas entre 14 e 20 de setembro","A noite das bruxas e outras atrações nos cinemas de Juiz de Fora"
11437,0.666424,"Grass; Dirt","Dupla é presa com com mil pinos de cocaína na BR-116","Droga partiu do Rio de Janeiro e estava escondida nos para-lamas de carro, interceptado na rodovia em Leopoldina"
8272,0.663635,"Airplane; Tail","Avião da Voepass faz pouso de emergência em Minas","Aeronave tinha como destino o município de Guarulhos; Voepass afirma que houve um ""pouso técnico"""
4784,0.663286,"Truck; Road","Trânsito na BR-267 é liberado após retirda de carreta","Segundo a PRF, veículo ainda se encontra no local, mas agora ocupa apenas o acostamento, sem interferência no trânsito"
4125,0.662944,"Person; Screen; Grass; Pavement","Janeiro Branco reforça necessidade de cuidar da saúde mental","Pandemia agravou problemas de depressão e ansiedade, inclusive nas crianças; detectar sinais é passo importante para prevenir problemas mais graves"
4389,0.661799,"Motorcycle; Helmet; Grass","Motociclista sofre ferimentos na cabeça em acidente com caminhão","Vítima foi socorrida pelo Corpo de Bombeiros após batida em São João del Rei"
10212,0.66158,"Syringe; Surface","Suicídio assistido x eutanásia: entenda a diferença","Morte do poeta carioca Antonio Cícero desperta discussões sobre a antecipação da morte"
2515,0.660695,"Syringe; Ceiling","Sexta vacina contra Covid-19 é registrada pela Anvisa","Imunizante Zalika poderá ser usado em pessoas a partir de 12 anos de idade, administrado em duas doses"
5652,0.659844,"Tree; People",,"Moradores revitalizam e promovem ocupação de trevo dos bairros Alto dos Passos e Santa Cecília"
8752,0.659802,"Vehicle; Tire","Motorista de caminhão fica ferido em acidente na BR-267","Trânsito chegou a ficar interditado na rodovia no fim da tarde desta quarta-feira, mas foi liberado em seguida"
6509,0.65884,"Bird; Beak; Water","Governo de SP decreta estado de emergência por gripe aviária","Secretaria de Agricultura destaca que o consumo de aves e ovos não transmite gripe aviária e que se deve manter cuidado no contato com os animais"
11724,0.658553,Person,"Juiz de Fora no FestCurtasBH","Festival Internacional de Curtas de Belo Horizonte acontece entre os dias 4 e 14 de novembro de maneira híbrida; Bruna Schelb e Renata Dorea contam sobre a participação de seus filmes"
11105,0.658547,"Syringe; Vial; Chair","JF começa a vacinar pessoas com, pelo menos, 50 anos nesta terça","Imunização ocorre também para gestantes, puérperas, lactantes, pessoas com deficiência permanente e comorbidades"
5971,0.658514,"Hand; Vial; Syringe; Label","Vacina contra gripe será liberada para toda a população de JF a partir de segunda","Doses estarão disponíveis para toda a população a partir de segunda-feira em diversos locais; neste sábado, drive-thru direcionado ao público-alvo será realizado na UFJF"
9510,0.658118,"Pond; Town","Universidade mineira aparece em 2º lugar no país em ranking de sustentabilidade ","Brasil segue sem ter instituição de ensino na liderança da América Latina; entenda"
14165,0.657824,"Man; Vehicle","PJF anuncia mudança em itinerário de 11 linhas de ônibus","Alteração vai ocorrer a partir desta sexta-feira devido à interdição total da Avenida Presidente Juscelino Kubitschek"
13652,0.65782,"Road; Motorcycle","Motociclista bate em poste e morre na MGC-265","O impacto da colisão derrubou o poste, o que fez com que o trânsito fosse interditado na rodovia"
6287,0.657586,"Building; Window; Landscape","Estação Simplício: restaurante de Além Paraíba funciona em Estação Ferroviária de 1871","Restaurante surgiu com proposta de promover uma viagem no tempo em um cenário que é a cara de Minas; chopp e costela compõem cardápio"
4227,0.657421,"Building; Wall; Grass","Ação preventiva contra o câncer de colo de útero atende mulheres com HIV","Iniciativa será realizada neste sábado em homenagem ao Dia Internacional da Mulher; confira todas as informações"
15692,0.657273,"Vehicle; Grass; Road","Colisão frontal entre carro e caminhão deixa condutor ferido gravemente","Homem de 29 anos ficou politraumatizado e teve um braço amputado; acidente aconteceu na BR-267"
8377,0.657233,Car,"Maior apreensão de drogas da história de Minas ocorre em Juiz de Fora","Ação entre Polícia Civil e Polícia Rodoviária Federal resultou na apreensão de mais de 8 toneladas de maconha"
7260,0.657132,"Hand; Vial; Syringe; Connector","Vacinação contra Influenza é prorrogada no estado","Término, agora, está previsto para 31 de julho. Expectativa é que novas doses cheguem na quinta-feira"
14003,0.656992,"Man; Blood pressure cuff; Stethoscope","Cardiopatias continuam sendo principal causa de morte em JF","Em 2023, quase 500 óbitos já foram registrados; pressão alta, infarto, insuficiência cardíaca e AVC estão entre os distúrbios mais fatais"
15501,0.655751,"Person; Street","Carro atropela e mata idoso que se desequilibrou e caiu na rua","Condutora não teria visto a vítima caída no chão da rua no Bairro Vila Ideal"
8267,0.655572,Building,"Com benção, Santa Casa JF abre nova portaria","Novo espaço busca aprimorar o principal acesso ao hospital"
7001,0.655317,"Syringe; Label","PJF realiza vacinação contra a gripe no Independência Shopping nesta sexta-feira","Campanha de vacinação contra a Influenza para pessoas acima de seis meses prossegue nas UBSs da cidade"
15768,0.653747,"Soccer player; Bench; Stadium","Endrick chega a 1 mês sem entrar em campo pelo Real Madrid","Após marcar nas primeiras partidas com a camisa merengue, atacante brasileiro fica ""invisível"" no elenco"
4085,0.653713,"Road; Wall",,"A reportagem da Tribuna flagrou, na tarde desta quarta-feira (23), a ausência de capina na Rua Augusto Bragagnolo, próximo ao número 190, no Bairro Santa Luzia, Zona Sul de Juiz de Fora. No registro é possível ver o mato alto invadindo uma parte da via pública, o que pode causar acidentes entre motoristas e pedestres. […]"
13504,0.653302,"Bus; Flames; Smoke; People; Car; Bus stop","Moto pega fogo e é consumida por chamas na Avenida Rio Branco","Informações preliminares do Corpo de Bombeiros afirmam que uma equipe da corporação se dirige até o local; quatro veículos estariam envolvidos"
13636,0.653047,"Trailer; Car","PRF apreende carga de cerveja avaliada em R$ 250 mil","Segundo a polícia, transporte era feito de forma irregular por uma empresa de Nova Iguaçu (RJ); responsáveis não apresentaram nota fiscal"
10086,0.652555,"Burger; Cheese; Bacon; Lettuce","McDonald’s tira novos ‘McPicanha’ do cardápio e pede desculpas","Empresa foi notificada por ao menos dois Procons, e medida após polêmica vale para todos os restaurantes de fast-food do Brasil"
9061,0.652394,"Blood pressure cuff; Stethoscope","Suspeito de furtar equipamentos de UBS é agredido","Moradores teriam descoberto o crime e agredido suspeito; ele foi atendido na própria unidade"
12896,0.651564,Vehicle,"VÍDEO: Caminhão cai em ribanceira na subida da Serra de Petrópolis","Motorista foi internado em estado grave no Hospital Santa Teresa, na cidade serrana"
3483,0.65131,"Road; Landscape",,"Rua Rogério Scoralick apresentava problemas recorrentes na pavimentação"
8283,0.650323,"Motorcycle; Road","Motociclista vítima de acidente na BR-483 será indenizado em mais de R$ 15 mil","Pedido inicial da vítima era de pensão mensal vitalícia, mas Justiça entendeu que tal valor não seria compatível, apesar da gravidade do acidente"
5305,0.650191,"People; Cemetery; Hillside","Cemitérios de JF registram a visita de milhares de pessoas","Municipal e Parque da Saudade estimam que até 24 mil pessoas compareceriam aos cemitérios para homenagear entes queridos"
7825,0.650182,"Man; Woman; Sofa","Família de Luiz Maurício celebra vaga na final das Olimpíadas","Juiz-forano estabeleceu novo recorde sul-americano nesta terça-feira"
9176,0.649811,"Sedan; Road; Damage","PRF apreende veículo roubado na BR-040 em Simão Pereira","Automóvel teria sido roubado em São Gonçalo (RJ), no ano passado, e tinha placa clonada"
6670,0.645988,"Building; Grass","Projeto social que atende mais de 60 famílias em JF ganha nova sede","O projeto Casa de Clara, que visa a emancipação de mulheres e jovens por meio da educação, expande as atividades para uma nova casa no Bairro Graminha"
13952,0.645942,"Road; Forest; Hillside","Trecho do km 87 da Serra de Petrópolis é liberado totalmente","Árvores caíram no local em razão do vendaval que atingiu trecho da BR-040 na quinta-feira; liberação ocorreu por volta das 15h desta sexta"
11365,0.645461,"Worker; House","Caminhão quebra e fecha um dos acessos ao Bairro Santa Luzia","Ruas Prof. Francisco Sobral e João Teixeira Lopes, vias de acesso ao Bairro Santa Luzia, estão fechadas"
13588,0.645445,"Person; Stethoscope","Em uma semana, mortes por Covid-19 quase triplicam em JF","Entre 29 de junho e 5 julho, foram registrados nove óbitos na cidade, enquanto período anterior teve quatro falecimentos"
8570,0.644896,"Pineapple; Apple","Prefeitura disponibiliza alimentação para crianças e adolescentes nas férias","Alunos da rede municipal, de 4 a 14 anos, receberão refeições em 17 locais mesmo no período em que as escolas estão fechadas"
13064,0.644622,"Road; Grass","Capitão da PM e sua filha de 8 anos morrem em acidente na BR-265","Veículo foi arrastado por uma carreta durante grave acidente próximo a Barbacena. Esposa e outra filha do militar, de 10 anos, sobreviveram"
10171,0.644373,"Stadium; Hillside; Road","Juiz de Fora recebe Festival Paralímpico no fim de semana","Evento, que é aberto ao público, acontece no Ginásio Municipal, no sábado"
3368,0.644298,"Laptop; Pen; Audience","Workshop de Educação Empreendedora de JF e região tem inscrições abertas","Escritor Leandro Karnal e Fernanda Dias Coelho, CEO e uma das pessoas mais influentes no esporte, serão os palestrantes do evento"
4931,0.644105,"Truck; Road; People","Motorista e passageiro de caminhão ficam feridos em acidente na MGC-265","Veículo colidiu contra árvores; carga de alimentos resfriados ficou espalhada pela pista"
11175,0.643043,"Pasta; Tomato","PJF abre chamamento público para fornecimento de refeições em Benfica","Projeto Cozinha Comunitária prevê atendimento de até 300 refeições por dia"
12478,0.642389,"People; Hallway","Eleições começam com movimento tranquilo em Juiz de Fora","Eleitores podem comparecer às seções eleitorais até as 17h"
9649,0.642286,"Bus stop; Bus; Crowd","Transporte público será gratuito em JF no domingo de eleições","Prefeita Margarida Salomão publicou vídeo em que também garante circulação das linhas com mesmos horários feitos durante a semana"
8851,0.641923,"Motorcycle; Road","Motociclista morre em acidente na BR-166, em Leopoldina","Vítima ficou presa às ferragens após ser arrastada por aproximadamente 20 metros"
8709,0.641626,"Laptop; Stethoscope","Aula magna sobre tratamento com transcateter é realizada em JF","Centro de estudos da Unimed promove palestra nesta terça-feira sobre tratamento inovador de afecções valvares; inscrições estão abertas"
