name,idFrame,name,description,name
@Attribute,1028,Autoridade,Um #Agente tem meios para afetar um #Tema em um certo #Domínio. Há um desequilíbrio de influência ou poder dentro de um determinado #Domínio que favorece o #Agente (às vezes devido a alguma #Fonte) so,@Relational
@Transition,58,Auto_movimento,"O #Auto_movedor, um ser vivo, move-se sob seu próprio poder de forma dirigida, i.e., ao longo do que poderia ser descrito como #Trajetória, sem usar um veículo. Como alternativa ou além da #Trajetória",@Transition
@Action,340,Avaliação_de_comportamento_social,"Nesse frame o #Comportamento é julgado pelo falante (ou, em alguns casos, por um #Juiz separado) de acordo com padrões sociais pré-existentes. Um #Indivíduo que está envolvido com o #Comportamento rec",@Relational
@Action,342,Avaliação_de_interação_social,Neste frame um #Avaliado é julgado por um #Juiz (normalmente implícito) como sendo de um certo caráter baseado por seu #Comportamento com relação a outros seres humanos; uma #Parte_afetadda específica,@Relational
@Action,346,Avaliação_de_justiça,"Nesse frame, uma #Ação é avaliada em relação a quão justa, justa ou eqüitativamente a #Ação afeta a #Parte_afetada. Um #Ator também pode ser identificado, que realiza a #Ação e pode ser caracterizado ",@Relational
@Action,341,Avaliação_de_moralidade,Neste frame um #Avaliado é descrito por um #Avaliador (normalmente implícito) com relação à moralidade ou retidão de seu #Comportamento.,@Relational
@Action,423,Avaliar,"Um  #Avaliador examina um #Fenômeno para atribuir um #Valor de acordo com uma #Característica do #Fenômeno.  Este #Valor é um fator determinante para a aceitabilidade do #Fenômeno.  Em alguns casos, u",@Relational
@Eventive,1153,Avisar,"Um #Falante adverte um #Destinatário, dando uma #Mensagem que descreve uma situação indesejável que possa afetar o #Destinatário. O aviso pode, alternativamente, ser descrito como o #Tópico referente ",@Eventive
@Eventive,54,Barulho_de_Movimento,"Este frame pertence aos verbos de ruído usados para caracterizar movimento. Os verbos #Barulho_de_Movimento basicamente têm as mesmas expressões #Fonte, #Caminho e #Objetivo que outros tipos de verbos",@Eventive
@Attribute,1370,Base_para_atributo,"Uma informação sobre um #Ponto_de_referência é apresentada como mais acessível e útil para determinar ou comunicar um tipo similar de informação sobre o #Trajetor. Nesta interpretação de uma situação,",@Relational
@Attribute,744,Boa_vontade,"Um #Pensador poderia se envolver em uma #Atividade se pediu para fazer ou, caso contrário, se foi solicitado a fazer algo.",@Stative
@Eventive,396,Boulder,Este é um frame abstrato para eventos que permite a anotação de alvos verbais de acordo com o conjunto geral reduzido de elementos de estrutura proposto pelo grupo Boulder.,@Eventive
@Causative,1533,Brincar,Este é um frame que trata de brincadeiras praticadas por um #Agente.,@Causative
@Entity,1431,Brinquedos,Um #Brinquedo é produzido ou modificado por um ser humano ou uma empresa para entreter as crianças ou fazê-las desenvolver novas habilidades. Um #Brinquedo tem um certo tipo de #Uso. Várias propriedad,@Entity
@Action,770,Buscar,"Um #Pensador examina um #Fundo cuidadosamente, alerta para a presença de um #Fenômeno. ",@Experiential
@Action,655,Buscar_alcançar,"Um #Agente pretende dar passos em direção a realizar um #Estado_de_coisas, ou, metonimicamente, em direção a adquirir uma #Entidade_buscada. ",@Transition
@Causative,886,Caçar,Um #Caçador tenta ganhar #Alimento por meio de uma superação ou rastreamento de uma vida. O #Caçador espera que a tentativa resulte na captura e morte da entidade viva destinada ao consumo humano. O a,@Entity
@Stative,890,Caça_sucesso_ou_fracasso,Um #Caçador tem sucesso ou falha em capturar seu #Alimento procurado ou rastreado.,@Eventive
@Experiential,1053,Cair_em_emboscada,"Uma #Vítima chega a ter crenças incorretas como resultado da exposição a um #Engano. O #Engano é necessariamente orquestrado por um ou mais agentes, embora eles não sejam expressos pelas ULs nesse fra",@Experiential
@Experiential,266,Cair_no_sono,"Um #Dormidor vai do estado de vigília a um estado alterado de consciência, onde ele não está ciente do ambiente. As ULs deste frame são diferenciadas pela rapidez e profundidade com que o estado é ins",@Stative
@Experiential,43,Calor_da_emoção,Este frame contém verbos que descrevem experiências emocionais e participam da alternância locativa.,@Experiential
@Entity,1584,Cama_mesa_e_banho,"Este frame refere-se a uma #Peça de tecido e suas características usadas. O #Uso pode ser especificado dentre o cenário cama, mesa e banho. A #Peça tem um certo Estilo, é feia com um certo Material, e",@Entity
@Entity,618,Campos,"Um indivíduo ou grupo de indivíduos (#Praticante) ou uma parte de sua vida de trabalho (#Trabalho) é definida profissionalmente pela #Atividade em que eles desenvolvem tipicamente. Alternativamente, a",@Entity
@Stative,1137,Caos,"As unidades lexicais nesse frame tem a ver com a #Entidade estando em #Estado de ordem ou desordem. Normalmente a #Entidade não é expressa, nesse frame, e, portanto, é marcada como instanciação nula.",@Stative
@Stative,498,Capacidade_ação,Uma #Entidade satisfaz as pré-condições para participar de um #Evento.  Um #Grau modificador pode ser incluído para indicar o quanto a #Entidade atinge ou não os requisitos mínimos.,@Entity
@Stative,951,Capacidade_volume,Uma #Entidade tem a capacidade de conter um #Tema.,@Entity
@Entity,1123,Capital_social,"Esse frame diz respeito ao #Capital, um ativo que pode ser comprado e vendido que representa uma participação do #Acionista em uma empresa (um #Emissor). O #Capital autoriza o #Acionista o #Acionista ",@Entity
@Causative,1107,Capturar_prisioneiro,"Um #Agent começa a impedir que um #Prisioneiro se mova, apesar de uma tendência ou desejo por parte do #Prisioneiro de fazê-lo.",@Causative
@Attribute,659,Característica_natural_relacional,"Uma #Característica_focal é definida em relação a um #Traço_característico, ou como uma parte específica ou como uma entidade imediatamente adjacente.",@Relational
@Eventive,77,Careza,"Um #Pagador desiste (ou potencialmente desiste) do uso de um #Ativo (geralmente dinheiro) para alcançar um evento pretendido. Geralmente, esse evento é mais especificamente descrito como adquirir algu",@Eventive
@Causative,199,Castigo_corporal,Mistura de Recompensas_e_castigos e Lesões_corporais em que o #Agente realiza alguma ação destinada a causar dano corporal ao #Avaliado como consequência de alguma ação ou crença do avaliado (a #Razão,@Causative
